"StudyArea" "YearsDivided" "Habitat" "lat" "lon"
"3943" "Terschelling" "1937 - 1960" "Saltmarch" 53.36373 5.19944
"3944" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.3923 5.27723
"3945" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.36064 5.19313
"3946" "Terschelling" "1981 - 2000 " "Saltmarch" 53.36371 5.18442
"3947" "Terschelling" "1937 - 1960" "Heathland" 53.4088 5.40976
"3948" "Terschelling" "1937 - 1960" "Wet pionier environment" 53.40879 5.43984
"3949" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.40656 5.3609
"3950" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.39712 5.27529
"3951" "Terschelling" "1937 - 1960" "Wet pionier environment" 53.40875 5.49998
"3952" "Terschelling" "1981 - 2000 " "Saltmarch" 53.42913 5.50715
"3953" "Terschelling" "1981 - 2000 " "Open water" 53.35479 5.22952
"3954" "Terschelling" "1961 - 1980 " "Open water" 53.38178 5.25948
"3955" "Terschelling" "1937 - 1960" "Marsh" 53.39071 5.21436
"3956" "Terschelling" "1961 - 1980 " "Saltmarch" 53.40875 5.49998
"3957" "Terschelling" "1937 - 1960" "Saltmarch" 53.39972 5.22935
"3958" "Terschelling" "1937 - 1960" "Heathland" 53.39071 5.21436
"3959" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.41644 5.41353
"3960" "Terschelling" "1981 - 2000 " "Heathland" 53.41487 5.37811
"3961" "Terschelling" "1937 - 1960" "Saltmarch" 53.36373 5.19944
"3962" "Terschelling" "1981 - 2000 " "Saltmarch" 53.39982 5.37969
"3963" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.42672 5.50003
"3964" "Terschelling" "1937 - 1960" "Heathland" 53.4088 5.4248
"3965" "Terschelling" "1981 - 2000 " "Saltmarch" 53.41986 5.43447
"3966" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.41779 5.40977
"3967" "Terschelling" "1937 - 1960" "Heathland" 53.3998 5.31956
"3968" "Terschelling" "1981 - 2000 " "Saltmarch" 53.42676 5.4549
"3969" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.42053 5.41661
"3970" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.41084 5.39228
"3971" "Terschelling" "1961 - 1980 " "Open water" 53.3817 5.19937
"3972" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.36103 5.20528
"3973" "Terschelling" "1937 - 1960" "Marsh" 53.42677 5.42482
"3974" "Terschelling" "2001 - 2013" "Dry disturbed environment" 53.42546 5.47829
"3975" "Terschelling" "1981 - 2000 " "Marsh" 53.3984 5.25867
"3976" "Terschelling" "1981 - 2000 " "Saltmarch" 53.37283 5.28955
"3977" "Terschelling" "1981 - 2000 " "Saltmarch" 53.36192 5.19143
"3978" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.36373 5.19944
"3979" "Terschelling" "1981 - 2000 " "Marsh" 53.39075 5.24442
"3980" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.41144 5.32367
"3981" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.44291 5.50668
"3982" "Terschelling" "1981 - 2000 " "Dry disturbed environment" 53.36376 5.21447
"3983" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.39867 5.30024
"3984" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.41779 5.40977
"3985" "Terschelling" "2001 - 2013" "Wet pionier environment" 53.40627 5.29758
"3986" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.4088 5.34962
"3987" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.41778 5.42481
"3988" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.39071 5.21436
"3989" "Terschelling" "1981 - 2000 " "Saltmarch" 53.42677 5.42482
"3990" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.41009 5.41563
"3991" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.39974 5.24439
"3992" "Terschelling" "1937 - 1960" "Heathland" 53.37767 5.23477
"3993" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.4088 5.34962
"3994" "Terschelling" "2001 - 2013" "Saltmarch" 53.40372 5.43176
"3995" "Terschelling" "2001 - 2013" "Forest" 53.41062 5.34761
"3996" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.4088 5.40976
"3997" "Terschelling" "1981 - 2000 " "Saltmarch" 53.36373 5.19944
"3998" "Terschelling" "1981 - 2000 " "Heathland" 53.4088 5.39473
"3999" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.39974 5.24439
"4000" "Terschelling" "1961 - 1980 " "Open water" 53.39071 5.21436
"4001" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.38222 5.24971
"4002" "Terschelling" "1937 - 1960" "Marsh" 53.39071 5.21436
"4003" "Terschelling" "1961 - 1980 " "Saltmarch" 53.41777 5.45489
"4004" "Terschelling" "1961 - 1980 " "Wet pionier environment" 53.42676 5.43986
"4005" "Terschelling" "1981 - 2000 " "Open water" 53.3817 5.19937
"4006" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.39302 5.2647
"4007" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.41235 5.36578
"4008" "Terschelling" "1961 - 1980 " "Wet pionier environment" 53.4088 5.4248
"4009" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.4088 5.4248
"4010" "Terschelling" "1981 - 2000 " "Open water" 53.38173 5.21439
"4011" "Terschelling" "1937 - 1960" "Open water" 53.39066 5.1843
"4012" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.4075 5.38127
"4013" "Terschelling" "1981 - 2000 " "Dry disturbed environment" 53.4088 5.34962
"4014" "Terschelling" "1981 - 2000 " "Open water" 53.35477 5.2145
"4015" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.4088 5.39473
"4016" "Terschelling" "1961 - 1980 " "Saltmarch" 53.40875 5.49998
"4017" "Terschelling" "1961 - 1980 " "Marsh" 53.38338 5.20905
"4018" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.4088 5.39473
"4019" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.42273 5.39548
"4020" "Terschelling" "1981 - 2000 " "Saltmarch" 53.4088 5.4248
"4021" "Terschelling" "1961 - 1980 " "Marsh" 53.38184 5.34964
"4022" "Terschelling" "1937 - 1960" "Wet pionier environment" 53.4088 5.4248
"4023" "Terschelling" "1961 - 1980 " "Saltmarch" 53.35477 5.2145
"4024" "Terschelling" "1981 - 2000 " "Heathland" 53.39451 5.27004
"4025" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.39433 5.2759
"4026" "Terschelling" "1961 - 1980 " "Saltmarch" 53.42676 5.43986
"4027" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.41644 5.41353
"4028" "Terschelling" "2001 - 2013" "Wet pionier environment" 53.39782 5.32392
"4029" "Terschelling" "1981 - 2000 " "Saltmarch" 53.36373 5.19944
"4030" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.44475 5.52899
"4031" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.40879 5.33458
"4032" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.36373 5.19944
"4033" "Terschelling" "2001 - 2013" "Saltmarch" 53.44026 5.52285
"4034" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.4088 5.4248
"4035" "Terschelling" "1981 - 2000 " "Saltmarch" 53.36373 5.19944
"4036" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.42187 5.39517
"4037" "Terschelling" "1981 - 2000 " "Saltmarch" 53.44123 5.49831
"4038" "Terschelling" "1937 - 1960" "Saltmarch" 53.4088 5.4248
"4039" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.4088 5.34962
"4040" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.39978 5.28949
"4041" "Terschelling" "1937 - 1960" "Heathland" 53.4088 5.34962
"4042" "Terschelling" "1961 - 1980 " "Heathland" 53.4088 5.4248
"4043" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.42183 5.39849
"4044" "Terschelling" "1937 - 1960" "Saltmarch" 53.41777 5.45489
"4045" "Terschelling" "1961 - 1980 " "Wet pionier environment" 53.4088 5.34962
"4046" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.41779 5.39473
"4047" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.36356 5.20246
"4048" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.36373 5.19944
"4049" "Terschelling" "1961 - 1980 " "Saltmarch" 53.41776 5.46993
"4050" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.41105 5.38345
"4051" "Terschelling" "1961 - 1980 " "Saltmarch" 53.42676 5.43986
"4052" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.44603 5.51287
"4053" "Terschelling" "1981 - 2000 " "Saltmarch" 53.37283 5.28955
"4054" "Terschelling" "1961 - 1980 " "Heathland" 53.4088 5.4248
"4055" "Terschelling" "1937 - 1960" "Marsh" 53.40875 5.27443
"4056" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.36148 5.1972
"4057" "Terschelling" "1937 - 1960" "Marsh" 53.3817 5.19937
"4058" "Terschelling" "1981 - 2000 " "Heathland" 53.4088 5.39473
"4059" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.42003 5.3669
"4060" "Terschelling" "1937 - 1960" "Heathland" 53.4088 5.4248
"4061" "Terschelling" "1961 - 1980 " "Wet pionier environment" 53.42676 5.43986
"4062" "Terschelling" "1981 - 2000 " "Marsh" 53.36669 5.18137
"4063" "Terschelling" "1961 - 1980 " "Marsh" 53.40875 5.27443
"4064" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.4088 5.4248
"4065" "Terschelling" "1937 - 1960" "Saltmarch" 53.4088 5.4248
"4066" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.41946 5.40446
"4067" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.4088 5.34962
"4068" "Terschelling" "1981 - 2000 " "Heathland" 53.41072 5.32728
"4069" "Terschelling" "1981 - 2000 " "Heathland" 53.38178 5.25948
"4070" "Terschelling" "1981 - 2000 " "Saltmarch" 53.42079 5.46189
"4071" "Terschelling" "1981 - 2000 " "Marsh" 53.3603 5.20526
"4072" "Terschelling" "1981 - 2000 " "Saltmarch" 53.40411 5.43137
"4073" "Terschelling" "1961 - 1980 " "Heathland" 53.39978 5.28949
"4074" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.37599 5.18696
"4075" "Terschelling" "1937 - 1960" "Wet pionier environment" 53.39082 5.31957
"4076" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.39749 5.24364
"4077" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.39037 5.26929
"4078" "Terschelling" "2001 - 2013" "Forest" 53.40875 5.27443
"4079" "Terschelling" "1961 - 1980 " "Saltmarch" 53.40878 5.30451
"4080" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.41779 5.37969
"4081" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.39032 5.2587
"4082" "Terschelling" "2001 - 2013" "Wet pionier environment" 53.36917 5.2007
"4083" "Terschelling" "1981 - 2000 " "Heathland" 53.4088 5.39473
"4084" "Terschelling" "1937 - 1960" "Marsh" 53.40875 5.27443
"4085" "Terschelling" "1981 - 2000 " "Open water" 53.4088 5.34962
"4086" "Terschelling" "1961 - 1980 " "Heathland" 53.4088 5.34962
"4087" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.4088 5.34962
"4088" "Terschelling" "1937 - 1960" "Marsh" 53.36373 5.19944
"4089" "Terschelling" "1961 - 1980 " "Heathland" 53.38177 5.21432
"4090" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.36373 5.19944
"4091" "Terschelling" "1937 - 1960" "Saltmarch" 53.4088 5.4248
"4092" "Terschelling" "1937 - 1960" "Heathland" 53.4088 5.34962
"4093" "Terschelling" "1981 - 2000 " "Saltmarch" 53.3589 5.20689
"4094" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.4088 5.34962
"4095" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.36158 5.1925
"4096" "Terschelling" "1981 - 2000 " "Marsh" 53.40603 5.29782
"4097" "Terschelling" "1961 - 1980 " "Saltmarch" 53.4088 5.4248
"4098" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.4088 5.4248
"4099" "Terschelling" "1937 - 1960" "Saltmarch" 53.4088 5.4248
"4100" "Terschelling" "1981 - 2000 " "Open water" 53.37276 5.22945
"4101" "Terschelling" "1937 - 1960" "Heathland" 53.4088 5.4248
"4102" "Terschelling" "2001 - 2013" "Saltmarch" 53.40875 5.49998
"4103" "Terschelling" "1937 - 1960" "Heathland" 53.38173 5.21439
"4104" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.4088 5.34962
"4105" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.4088 5.39473
"4106" "Terschelling" "2001 - 2013" "Saltmarch" 53.43879 5.52573
"4107" "Terschelling" "1961 - 1980 " "Heathland" 53.38186 5.21417
"4108" "Terschelling" "1981 - 2000 " "Saltmarch" 53.4088 5.4248
"4109" "Terschelling" "1961 - 1980 " "Heathland" 53.4088 5.34962
"4110" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.4088 5.34962
"4111" "Terschelling" "1981 - 2000 " "Brushwood" 53.40793 5.32067
"4112" "Terschelling" "2001 - 2013" "Saltmarch" 53.44212 5.51783
"4113" "Terschelling" "2001 - 2013" "Wet pionier environment" 53.36853 5.20118
"4114" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.40875 5.27443
"4115" "Terschelling" "1981 - 2000 " "Saltmarch" 53.37562 5.29551
"4116" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.38766 5.2794
"4117" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.41779 5.40977
"4118" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.39979 5.30452
"4119" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.4088 5.34962
"4120" "Terschelling" "1981 - 2000 " "Marsh" 53.36163 5.20259
"4121" "Terschelling" "1937 - 1960" "Saltmarch" 53.4088 5.4248
"4122" "Terschelling" "1981 - 2000 " "Saltmarch" 53.39982 5.37969
"4123" "Terschelling" "1961 - 1980 " "Heathland" 53.39978 5.28949
"4124" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.42093 5.39999
"4125" "Terschelling" "1961 - 1980 " "Wet pionier environment" 53.4088 5.4248
"4126" "Terschelling" "1961 - 1980 " "Wet pionier environment" 53.4088 5.4248
"4127" "Terschelling" "1981 - 2000 " "Saltmarch" 53.36373 5.19944
"4128" "Terschelling" "1981 - 2000 " "Marsh" 53.35903 5.20625
"4129" "Terschelling" "1981 - 2000 " "Saltmarch" 53.36373 5.19944
"4130" "Terschelling" "1937 - 1960" "Heathland" 53.36373 5.19944
"4131" "Terschelling" "2001 - 2013" "Saltmarch" 53.35716 5.20949
"4132" "Terschelling" "1961 - 1980 " "Heathland" 53.40206 5.33534
"4133" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.37695 5.24407
"4134" "Terschelling" "1981 - 2000 " "Heathland" 53.37258 5.19918
"4135" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.40879 5.31954
"4136" "Terschelling" "1961 - 1980 " "Wet pionier environment" 53.42676 5.43986
"4137" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.44309 5.50644
"4138" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.39981 5.33459
"4139" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.36173 5.20238
"4140" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.42677 5.37969
"4141" "Terschelling" "1981 - 2000 " "Marsh" 53.4088 5.34962
"4142" "Terschelling" "2001 - 2013" "Wet pionier environment" 53.43242 5.52221
"4143" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.41135 5.32367
"4144" "Terschelling" "1981 - 2000 " "Saltmarch" 53.37134 5.18063
"4145" "Terschelling" "1961 - 1980 " "Marsh" 53.36373 5.19944
"4146" "Terschelling" "1981 - 2000 " "Open water" 53.35563 5.21998
"4147" "Terschelling" "1981 - 2000 " "Heathland" 53.36373 5.19944
"4148" "Terschelling" "1937 - 1960" "Saltmarch" 53.36373 5.19944
"4149" "Terschelling" "1981 - 2000 " "Heathland" 53.42637 5.41421
"4150" "Terschelling" "1981 - 2000 " "Saltmarch" 53.38182 5.30456
"4151" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.3602 5.20622
"4152" "Terschelling" "1961 - 1980 " "Saltmarch" 53.4088 5.4248
"4153" "Terschelling" "1961 - 1980 " "Open water" 53.38329 5.20635
"4154" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.39482 5.27071
"4155" "Terschelling" "1937 - 1960" "Saltmarch" 53.40879 5.45487
"4156" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.40879 5.43984
"4157" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.4088 5.4248
"4158" "Terschelling" "1981 - 2000 " "Marsh" 53.41193 5.3263
"4159" "Terschelling" "1981 - 2000 " "Open water" 53.3998 5.31956
"4160" "Terschelling" "1981 - 2000 " "Saltmarch" 53.36373 5.19944
"4161" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.39974 5.24439
"4162" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.41779 5.40977
"4163" "Terschelling" "1937 - 1960" "Marsh" 53.36373 5.19944
"4164" "Terschelling" "1937 - 1960" "Heathland" 53.4088 5.34962
"4165" "Terschelling" "1961 - 1980 " "Saltmarch" 53.40412 5.42696
"4166" "Terschelling" "1961 - 1980 " "Saltmarch" 53.36451 5.18541
"4167" "Terschelling" "1937 - 1960" "Wet pionier environment" 53.36373 5.19944
"4168" "Terschelling" "1937 - 1960" "Saltmarch" 53.4088 5.4248
"4169" "Terschelling" "1961 - 1980 " "Open water" 53.40875 5.27443
"4170" "Terschelling" "2001 - 2013" "Wet pionier environment" 53.41451 5.36507
"4171" "Terschelling" "2001 - 2013" "Forest" 53.36373 5.19944
"4172" "Terschelling" "1937 - 1960" "Wet pionier environment" 53.39073 5.22939
"4173" "Terschelling" "1981 - 2000 " "Saltmarch" 53.4414 5.50972
"4174" "Terschelling" "1981 - 2000 " "Saltmarch" 53.44243 5.51888
"4175" "Terschelling" "1937 - 1960" "Dry disturbed environment" 53.41777 5.45489
"4176" "Terschelling" "1981 - 2000 " "Saltmarch" 53.4088 5.4248
"4177" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.36391 5.20086
"4178" "Terschelling" "2001 - 2013" "Saltmarch" 53.40695 5.47209
"4179" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.38178 5.25948
"4180" "Terschelling" "1937 - 1960" "Wet pionier environment" 53.42677 5.42482
"4181" "Terschelling" "2001 - 2013" "Dry disturbed environment" 53.42472 5.44216
"4182" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.38669 5.22715
"4183" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.4088 5.34962
"4184" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.41779 5.39473
"4185" "Terschelling" "2001 - 2013" "Saltmarch" 53.42944 5.47573
"4186" "Terschelling" "2001 - 2013" "Saltmarch" 53.40936 5.44045
"4187" "Terschelling" "1937 - 1960" "Saltmarch" 53.36373 5.19944
"4188" "Terschelling" "1981 - 2000 " "Marsh" 53.35903 5.20687
"4189" "Terschelling" "1981 - 2000 " "Saltmarch" 53.36629 5.18404
"4190" "Terschelling" "1981 - 2000 " "Saltmarch" 53.35477 5.2145
"4191" "Terschelling" "1981 - 2000 " "Brushwood" 53.41855 5.42609
"4192" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.4088 5.34962
"4193" "Terschelling" "1937 - 1960" "Saltmarch" 53.4088 5.4248
"4194" "Terschelling" "1981 - 2000 " "Heathland" 53.40875 5.27443
"4195" "Terschelling" "1981 - 2000 " "Open water" 53.38126 5.33559
"4196" "Terschelling" "1961 - 1980 " "Saltmarch" 53.4088 5.4248
"4197" "Terschelling" "1981 - 2000 " "Saltmarch" 53.42059 5.44006
"4198" "Terschelling" "1961 - 1980 " "Saltmarch" 53.4088 5.4248
"4199" "Terschelling" "1981 - 2000 " "Saltmarch" 53.44243 5.51888
"4200" "Terschelling" "2001 - 2013" "Saltmarch" 53.42911 5.42828
"4201" "Terschelling" "1961 - 1980 " "Grassland (not salty)" 53.41734 5.38345
"4202" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.38774 5.282
"4203" "Terschelling" "1981 - 2000 " "Heathland" 53.4088 5.39473
"4204" "Terschelling" "1937 - 1960" "Heathland" 53.39977 5.27446
"4205" "Terschelling" "1937 - 1960" "Marsh" 53.41036 5.32413
"4206" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.35922 5.2072
"4207" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.39975 5.25942
"4208" "Terschelling" "1981 - 2000 " "Open water" 53.35645 5.22373
"4209" "Terschelling" "1937 - 1960" "Wet pionier environment" 53.4088 5.34962
"4210" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.38766 5.2794
"4211" "Terschelling" "1961 - 1980 " "Wet pionier environment" 53.4088 5.4248
"4212" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.36373 5.19944
"4213" "Terschelling" "1981 - 2000 " "Dry disturbed environment" 53.40866 5.19925
"4214" "Terschelling" "1937 - 1960" "Marsh" 53.39071 5.21436
"4215" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.38166 5.33383
"4216" "Terschelling" "1961 - 1980 " "Brushwood" 53.4088 5.4248
"4217" "Terschelling" "1981 - 2000 " "Open water" 53.39977 5.27446
"4218" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.38173 5.21439
"4219" "Terschelling" "1937 - 1960" "Grassland (not salty)" 53.40875 5.27443
"4220" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.4088 5.39473
"4221" "Terschelling" "1981 - 2000 " "Grassland (not salty)" 53.36163 5.20202
"4222" "Terschelling" "1981 - 2000 " "Open water" 53.4088 5.34962
"4223" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.4088 5.34962
"4224" "Terschelling" "1981 - 2000 " "Heathland" 53.36763 5.19094
"4225" "Terschelling" "2001 - 2013" "Saltmarch" 53.35826 5.20402
"4226" "Terschelling" "1981 - 2000 " "Wet pionier environment" 53.36508 5.19869
"4227" "Terschelling" "1961 - 1980 " "Wet pionier environment" 53.42676 5.43986
"4228" "Terschelling" "1961 - 1980 " "Marsh" 53.4088 5.34962
"4229" "Terschelling" "2001 - 2013" "Grassland (not salty)" 53.35631 5.1993
"4230" "Terschelling" "1961 - 1980 " "Saltmarch" 53.37281 5.27453
